Brand_Name,Policy_Name,Cashless_Hospitals,Coverage_Amount,Monthly_Premium,Annual_Premium,Claim_Settlement_Ratio,Links
Niva Bupa,Health Premia Silver,16,500000,1413,16953,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Pulse,16,500000,601,7207,92,https://www.nivabupa.com/health-insurance-plans.html
Aditya Birla,Activ One Max,14,500000,654,7846,96,https://www.adityabirlacapital.com/healthinsurance/homepage
Aditya Birla,Active Health Platinum - Enhanced,14,500000,710,8522,96,https://www.adityabirlacapital.com/healthinsurance/homepage
ICICI Lombard,Elevate + BeFit,12,500000,736,8832,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 With Befit,12,500000,876,10507,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim Protector and Befit,12,500000,909,10913,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Maternity ( New born + Vaccination ) + Claim Protector + Befit,12,500000,1139,13670,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Maternity ( New born + Vaccination ) + Befit,12,500000,1105,13263,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim + SI Protector + Befit,12,500000,940,11284,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 With SI Protector and Befit,12,500000,907,10878,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Maternity ( New born + Vaccination ) + SI Protector + Befit,12,500000,1136,13634,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Maternity ( New born + Vaccination ) + Claim Protector + SI Protector + Befit,12,500000,1170,14040,99.8,https://www.icicilombard.com/health-insurance
Reliance,Health Gain Plus,15,500000,535,6416,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 100L,25,5000000,1859,22307,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 50L,25,5000000,1161,13930,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 100L,25,5000000,1177,14124,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 25L,25,5000000,1156,13866,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 50L,25,5000000,1843,22114,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 25L,25,5000000,1837,22049,93.4,https://www.manipalcigna.com/health-insurance
Cholamandalam MS,Flexi Health Individual,16,500000,879,10550,94,https://www.cholainsurance.com/health-insurance
New India Assurance,New India Mediclaim 2012,16,300000,804,9642,98,https://www.newindia.co.in/health-insurance/health-insurance-policy
New India Assurance,Aarogya sanjeevani,16,300000,593,7120,98,https://www.newindia.co.in/health-insurance/health-insurance-policy
Royal Sundaram,Lifeline Classic,15,300000,707,8481,92,https://www.royalsundaram.in/health-insurance/lifeline/
Royal Sundaram,Lifeline Supreme,15,500000,797,9566,92,https://www.royalsundaram.in/health-insurance/lifeline/
Zuno,Zuno Gold + Health 241,10,500000,1309,15707,95,https://www.hizuno.com/health-insurance-plan
Universal Sompo,A Plus Silver,20,500000,613,7351,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold,20,500000,657,7882,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond,20,500000,828,9936,96,https://www.universalsompo.com/health-insurance
Universal Sompo,Complete HealthCare Insurance - Privilege,20,600000,866,10396,96,https://www.universalsompo.com/health-insurance
Universal Sompo,Complete HealthCare Insurance - Essential,20,400000,708,8496,96,https://www.universalsompo.com/health-insurance
Universal Sompo,Complete HealthCare Insurance - Digi-Pro,20,400000,652,7823,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Silver + Non medical items,20,500000,641,7694,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold + Non medical items,20,500000,685,8225,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond + Non medical items,20,500000,857,10278,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Silver + PED waiting period waiver,20,500000,753,9039,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold + PED waiting period waiver,20,500000,798,9570,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond + PED waiting period waiver,20,500000,969,11623,96,https://www.universalsompo.com/health-insurance
IFFCO Tokio,Individual Health Protector,12,300000,610,7321,98.9,https://www.iffcotokio.co.in/health-insurance
Magma HDI,Secure with Bonus Booster and Zonewise Copay Waiver,16,400000,629,7550,90,https://www.magmahdi.com/products/health-insurance/onehealth
Care Health,Care Supreme VFM Discounted,15,500000,581,6969,93,https://www.careinsurance.com/
Care Health,Care Supreme Discounted + Wellness Benefit + Air Ambulance + NCB Super,15,500000,732,8783,93,https://www.careinsurance.com/
Care Health,Care Supreme Discounted (Quarterly) + Wellness Benefit + Air Ambulance + NCB Super,15,500000,755,"9,060",93,https://www.careinsurance.com/
Care Health,Care Freedom,15,500000,589,7062,93,https://www.careinsurance.com/
Care Health,Care Heart,15,500000,956,11469,93,https://www.careinsurance.com/
Care Health,Care Freedom with Health Check Plus,15,500000,589,7062,93,https://www.careinsurance.com/
Star Health,Young Star Silver,16,500000,625,7497,85.8,https://www.starhealth.in/health-insurance/
Star Health,Young Star Gold,16,500000,740,8876,85.8,https://www.starhealth.in/health-insurance/
Star Health,Assure Insurance Policy,16,500000,683,8192,85.8,https://www.starhealth.in/health-insurance/
Star Health,Comprehensive Individual,16,500000,794,9529,85.8,https://www.starhealth.in/health-insurance/
Star Health,Mediclassic Individual Gold,16,500000,884,10609,85.8,https://www.starhealth.in/health-insurance/
Star Health,Mediclassic Individual Silver,16,500000,826,9915,85.8,https://www.starhealth.in/health-insurance/
Star Health,Comprehensive with PED Buy Back,16,500000,1032,12388,85.8,https://www.starhealth.in/health-insurance/
Star Health,Diabetes Safe Plan-A,16,500000,1764,21167,85.8,https://www.starhealth.in/health-insurance/
Star Health,Diabetes Safe Plan-B,16,500000,2004,24053,85.8,https://www.starhealth.in/health-insurance/
Star Health,Arogya Sanjivini Individual,16,500000,533,6396,85.8,https://www.starhealth.in/health-insurance/
Star Health,Smart Health Pro,16,500000,618,7417,85.8,https://www.starhealth.in/health-insurance/
Niva Bupa,Reassure 2.0 Platinum+ (Direct),16,500000,912,10943,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Reassure 2.0 Titanium+ (Direct),16,500000,937,11239,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Reassure 2.0 Bronze+(Direct),16,500000,830,9955,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Aspire Gold + (Direct),16,500000,683,8194,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Aspire Diamond + (Direct),16,500000,782,9383,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Aspire Platinum + (Direct),16,500000,843,10114,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Aspire Titanium + (Direct),16,500000,848,10179,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Companion,16,500000,802,9629,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Companion + Safeguard,16,500000,883,10592,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Premia Gold,16,1000000,1840,22081,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Premia Silver,16,500000,1413,16953,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Pulse,16,500000,601,7207,92,https://www.nivabupa.com/health-insurance-plans.html
Aditya Birla,Activ One Max,14,500000,654,7846,96,https://www.adityabirlacapital.com/healthinsurance/homepage
Aditya Birla,Active Health Platinum - Enhanced,14,500000,710,8522,96,https://www.adityabirlacapital.com/healthinsurance/homepage
Aditya Birla,Active Health Platinum Essential - Waiver of mandatory co-payment,14,500000,710,8522,96,https://www.adityabirlacapital.com/healthinsurance/homepage
ICICI Lombard,Elevate + BeFit,12,500000,736,8832,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 With Befit,12,500000,876,10507,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim Protector and Befit,12,500000,909,10913,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Maternity ( New born + Vaccination ) + Claim Protector + Befit,12,500000,1139,13670,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Maternity ( New born + Vaccination ) + Befit,12,500000,1105,13263,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim + SI Protector + Befit,12,500000,940,11284,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 With SI Protector and Befit,12,500000,907,10878,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Maternity ( New born + Vaccination ) + SI Protector + Befit,12,500000,1136,13634,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Maternity ( New born + Vaccination ) + Claim Protector + SI Protector + Befit,12,500000,1170,14040,99.8,https://www.icicilombard.com/health-insurance
Reliance,Health Gain Plus,15,500000,535,6416,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Reliance,Health Gain Power,15,1000000,756,9071,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Reliance,Health Infinity With More Time,15,1000000,766,9196,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Reliance,Health Infinity With More Global,15,1000000,766,9196,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Reliance,Health Infinity With More Cover,15,1000000,766,9196,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 100L,25,5000000,1859,22307,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 50L,25,5000000,1161,13930,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 100L,25,5000000,1177,14124,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 25L,25,5000000,1156,13866,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 50L,25,5000000,1843,22114,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 25L,25,5000000,1837,22049,93.4,https://www.manipalcigna.com/health-insurance
Cholamandalam MS,Flexi Health Supreme Plus,16,750000,1009,12112,94,https://www.cholainsurance.com/health-insurance
Cholamandalam MS,Flexi Health Individual,16,500000,879,10550,94,https://www.cholainsurance.com/health-insurance
New India Assurance,New India Mediclaim 2012,16,500000,903,10832,98,https://www.newindia.co.in/health-insurance/health-insurance-policy
New India Assurance,Aarogya sanjeevani,16,500000,688,8260,98,https://www.newindia.co.in/health-insurance/health-insurance-policy
Royal Sundaram,Lifeline Supreme,15,500000,797,9566,92,https://www.royalsundaram.in/health-insurance/lifeline/
Zuno,Zuno Gold + Health 241,10,500000,1309,15707,95,https://www.hizuno.com/health-insurance-plan
Universal Sompo,A Plus Silver,20,500000,613,7351,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold,20,500000,657,7882,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond,20,500000,828,9936,96,https://www.universalsompo.com/health-insurance
Universal Sompo,Complete HealthCare Insurance - Privilege,20,600000,866,10396,96,https://www.universalsompo.com/health-insurance
Universal Sompo,Complete HealthCare Insurance - Essential,20,500000,791,9487,96,https://www.universalsompo.com/health-insurance
Universal Sompo,Complete HealthCare Insurance - Digi-Pro,20,500000,594,7127,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Silver + Non medical items,20,500000,641,7694,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold + Non medical items,20,500000,685,8225,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond + Non medical items,20,500000,857,10278,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Silver + PED waiting period waiver,20,500000,753,9039,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold + PED waiting period waiver,20,500000,798,9570,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond + PED waiting period waiver,20,500000,969,11623,96,https://www.universalsompo.com/health-insurance
IFFCO Tokio,Individual Health Protector,12,500000,872,10464,98.9,https://www.iffcotokio.co.in/health-insurance
Magma HDI,Secure with Bonus Booster and Zonewise Copay Waiver,16,500000,672,8068,90,https://www.magmahdi.com/products/health-insurance/onehealth
Care Health,Care Supreme VFM Discounted,15,700000,603,7232,93,https://www.careinsurance.com/
Care Health,Care Supreme Discounted + Wellness Benefit + Air Ambulance + NCB Super,15,700000,757,9084,93,https://www.careinsurance.com/
Care Health,Care Supreme Discounted (Quarterly) + Wellness Benefit + Air Ambulance + NCB Super,15,700000,780,"9,360",93,https://www.careinsurance.com/
Care Health,Care Heart,15,700000,1220,14635,93,https://www.careinsurance.com/
Care Health,Care with Care Shield,15,700000,1374,16489,93,https://www.careinsurance.com/
Star Health,Young Star Silver,16,1000000,814,9767,85.8,https://www.starhealth.in/health-insurance/
Star Health,Young Star Gold,16,1000000,926,11117,85.8,https://www.starhealth.in/health-insurance/
Star Health,Assure Insurance Policy,16,1000000,922,11059,85.8,https://www.starhealth.in/health-insurance/
Star Health,Comprehensive Individual,16,750000,996,11948,85.8,https://www.starhealth.in/health-insurance/
Star Health,Mediclassic Individual Gold,16,1000000,1149,13792,85.8,https://www.starhealth.in/health-insurance/
Star Health,Mediclassic Individual Silver,16,1000000,1074,12889,85.8,https://www.starhealth.in/health-insurance/
Star Health,Comprehensive with PED Buy Back,16,750000,1294,15532,85.8,https://www.starhealth.in/health-insurance/
Star Health,Diabetes Safe Plan-A,16,1000000,2121,25448,85.8,https://www.starhealth.in/health-insurance/
Star Health,Diabetes Safe Plan-B,16,1000000,2305,27660,85.8,https://www.starhealth.in/health-insurance/
Star Health,Arogya Sanjivini Individual,16,700000,616,7393,85.8,https://www.starhealth.in/health-insurance/
Star Health,Smart Health Pro,16,1000000,761,9137,85.8,https://www.starhealth.in/health-insurance/
Niva Bupa,Reassure 2.0 Platinum+ (Direct),16,1000000,1072,12868,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Reassure 2.0 Titanium+ (Direct),16,1000000,1101,13213,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Reassure 2.0 Bronze+(Direct),16,1000000,984,11810,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Companion,16,750000,903,10834,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Companion + Safeguard,16,750000,971,11647,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Premia Gold,16,1000000,1840,22081,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Premia Silver,16,750000,1606,19271,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Pulse,16,750000,679,8149,92,https://www.nivabupa.com/health-insurance-plans.html
Aditya Birla,Activ One Max,14,700000,730,8764,96,https://www.adityabirlacapital.com/healthinsurance/homepage
Aditya Birla,Active Health Platinum - Enhanced,14,700000,792,9509,96,https://www.adityabirlacapital.com/healthinsurance/homepage
ICICI Lombard,Elevate + BeFit,12,750000,805,9655,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 With Befit,12,750000,946,11355,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim Protector and Befit,12,750000,980,11762,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim + SI Protector + Befit,12,750000,1011,12132,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 With SI Protector and Befit,12,750000,977,11726,99.8,https://www.icicilombard.com/health-insurance
Reliance,Health Gain Power,15,1000000,756,9071,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Reliance,Health Infinity With More Time,15,1000000,766,9196,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Reliance,Health Infinity With More Global,15,1000000,766,9196,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Reliance,Health Infinity With More Cover,15,1000000,766,9196,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 100L,25,5000000,1859,22307,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 50L,25,5000000,1161,13930,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 100L,25,5000000,1177,14124,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 25L,25,5000000,1156,13866,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 50L,25,5000000,1843,22114,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 25L,25,5000000,1837,22049,93.4,https://www.manipalcigna.com/health-insurance
Cholamandalam MS,Flexi Health Supreme Plus,16,750000,1009,12112,94,https://www.cholainsurance.com/health-insurance
Cholamandalam MS,Flexi Health Individual,16,750000,998,11970,94,https://www.cholainsurance.com/health-insurance
New India Assurance,New India Mediclaim 2012,16,800000,1119,13428,98,https://www.newindia.co.in/health-insurance/health-insurance-policy
Royal Sundaram,Lifeline Supreme,15,750000,957,11480,92,https://www.royalsundaram.in/health-insurance/lifeline/
Zuno,Zuno Gold + Health 241,10,750000,1426,17109,95,https://www.hizuno.com/health-insurance-plan
Universal Sompo,A Plus Silver,20,750000,762,9145,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold,20,750000,808,9700,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond,20,750000,986,11835,96,https://www.universalsompo.com/health-insurance
Universal Sompo,Complete HealthCare Insurance - Privilege,20,700000,976,11717,96,https://www.universalsompo.com/health-insurance
Universal Sompo,Complete HealthCare Insurance - Digi-Pro,20,700000,875,10502,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Silver + Non medical items,20,750000,799,9582,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold + Non medical items,20,750000,845,10136,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond + Non medical items,20,750000,1023,12272,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Silver + PED waiting period waiver,20,750000,941,11293,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold + PED waiting period waiver,20,750000,1077,12921,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond + PED waiting period waiver,20,750000,1165,13983,96,https://www.universalsompo.com/health-insurance
IFFCO Tokio,Individual Health Protector,12,700000,1082,12985,98.9,https://www.iffcotokio.co.in/health-insurance
Magma HDI,Secure with Bonus Booster and Zonewise Copay Waiver,16,750000,807,9680,90,https://www.magmahdi.com/products/health-insurance/onehealth
Care Health,Care Supreme VFM Discounted,15,1000000,672,8061,93,https://www.careinsurance.com/
Care Health,Care Supreme Discounted + Wellness Benefit + Air Ambulance + NCB Super,15,1000000,839,10063,93,https://www.careinsurance.com/
Care Health,Care Supreme Discounted (Quarterly) + Wellness Benefit + Air Ambulance + NCB Super,15,1000000,864,"10,368",93,https://www.careinsurance.com/
Care Health,Care Heart,15,1000000,1347,16161,93,https://www.careinsurance.com/
Care Health,Care with Care Shield,15,1000000,1481,17775,93,https://www.careinsurance.com/
Star Health,Young Star Silver,16,1000000,814,9767,85.8,https://www.starhealth.in/health-insurance/
Star Health,Young Star Gold,16,1000000,926,11117,85.8,https://www.starhealth.in/health-insurance/
Star Health,Assure Insurance Policy,16,1000000,922,11059,85.8,https://www.starhealth.in/health-insurance/
Star Health,Comprehensive Individual,16,1000000,1158,13895,85.8,https://www.starhealth.in/health-insurance/
Star Health,Mediclassic Individual Gold,16,1000000,1149,13792,85.8,https://www.starhealth.in/health-insurance/
Star Health,Mediclassic Individual Silver,16,1000000,1074,12889,85.8,https://www.starhealth.in/health-insurance/
Star Health,Comprehensive with PED Buy Back,16,1000000,1505,18063,85.8,https://www.starhealth.in/health-insurance/
Star Health,Diabetes Safe Plan-A,16,1000000,2121,25448,85.8,https://www.starhealth.in/health-insurance/
Star Health,Diabetes Safe Plan-B,16,1000000,2305,27660,85.8,https://www.starhealth.in/health-insurance/
Star Health,Arogya Sanjivini Individual,16,1000000,713,8555,85.8,https://www.starhealth.in/health-insurance/
Star Health,Smart Health Pro,16,1000000,761,9137,85.8,https://www.starhealth.in/health-insurance/
Niva Bupa,Reassure 2.0 Platinum+ (Direct),16,1000000,1072,12868,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Reassure 2.0 Titanium+ (Direct),16,1000000,1101,13213,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Reassure 2.0 Bronze+(Direct),16,1000000,984,11810,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Aspire Gold + (Direct),16,1000000,746,8950,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Aspire Diamond + (Direct),16,1000000,847,10169,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Aspire Platinum + (Direct),16,1000000,964,11562,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Aspire Titanium + (Direct),16,1000000,969,11632,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Companion,16,1000000,1000,11999,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Companion + Safeguard,16,1000000,1365,16383,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Premia Gold,16,1000000,1840,22081,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Pulse,16,1000000,732,8778,92,https://www.nivabupa.com/health-insurance-plans.html
Aditya Birla,Activ One Max,14,1000000,773,9281,96,https://www.adityabirlacapital.com/healthinsurance/homepage
Aditya Birla,Active Health Platinum - Enhanced,14,1000000,880,10557,96,https://www.adityabirlacapital.com/healthinsurance/homepage
Aditya Birla,Active Health Platinum Essential - Waiver of mandatory co-payment,14,1000000,855,10259,96,https://www.adityabirlacapital.com/healthinsurance/homepage
ICICI Lombard,Elevate + BeFit,12,1000000,845,10142,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 With Befit,12,1000000,1089,13071,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim Protector and Befit,12,1000000,1123,13479,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim + SI Protector + Befit,12,1000000,1154,13850,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 With SI Protector and Befit,12,1000000,1120,13442,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Maternity ( New born + Vaccination ) + SI Protector + Befit,12,1000000,1577,18920,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Maternity ( New born + Vaccination ) + Claim Protector + SI Protector + Befit,12,1000000,1611,19328,99.8,https://www.icicilombard.com/health-insurance
Reliance,Health Gain Power,15,1000000,756,9071,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Reliance,Health Infinity With More Time,15,1000000,766,9196,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Reliance,Health Infinity With More Global,15,1000000,766,9196,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Reliance,Health Infinity With More Cover,15,1000000,766,9196,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 100L,25,5000000,1859,22307,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 50L,25,5000000,1161,13930,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 100L,25,5000000,1177,14124,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 25L,25,5000000,1156,13866,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 50L,25,5000000,1843,22114,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 25L,25,5000000,1837,22049,93.4,https://www.manipalcigna.com/health-insurance
Cholamandalam MS,Flexi Health Supreme Plus,16,1000000,1112,13342,94,https://www.cholainsurance.com/health-insurance
Cholamandalam MS,Flexi Health Individual,16,1000000,1102,13224,94,https://www.cholainsurance.com/health-insurance
Kotak Mahindra,Kotak Health Premier – Total,16,1000000,918,11010,97,https://www.kotaklife.com/insurance-plans/health-plans
Kotak Mahindra,Kotak Health Premier – Edge,16,1000000,1023,12274,97,https://www.kotaklife.com/insurance-plans/health-plans
Kotak Mahindra,Kotak Health Premier – Elite,16,1000000,1157,13880,97,https://www.kotaklife.com/insurance-plans/health-plans
New India Assurance,New India Mediclaim 2012,16,1000000,1265,15177,98,https://www.newindia.co.in/health-insurance/health-insurance-policy
Royal Sundaram,Lifeline Supreme,15,1000000,1043,12510,92,https://www.royalsundaram.in/health-insurance/lifeline/
Zuno,Zuno Gold + Health 241,10,1000000,1549,18584,95,https://www.hizuno.com/health-insurance-plan
Universal Sompo,A Plus Silver,20,1000000,1028,12331,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold,20,1000000,1078,12933,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond,20,1000000,1265,15175,96,https://www.universalsompo.com/health-insurance
Universal Sompo,Complete HealthCare Insurance - Privilege,20,1000000,1362,16343,96,https://www.universalsompo.com/health-insurance
Universal Sompo,Complete HealthCare Insurance - Plus,20,1500000,1553,18632,96,https://www.universalsompo.com/health-insurance
Universal Sompo,Complete HealthCare Insurance - Digi-Pro,20,1000000,1222,14667,96,https://www.universalsompo.com/health-insurance
